Node,Connections
AFG1901,IND,IRN,RUS
AGO1901,COD,COG,NAM
ALB1901,
ARE1901,OMN
ARG1901,BOL,BRA,CHL,PRY,URY
ARM1901,
AUS1901,FJI,NZL,SLB,TLS
AUT1901,
AZE1901,
BDI1901,
BEL1901,DEU,FRA,LUX,NLD
BEN1901,
BFA1901,
BGD1901,
BGR1901,
BHR1901,
BIH1901,
BLR1901,
BOL1901,ARG,BRA,CHL,PER,PRY
BRA1901,ARG,BOL,COL,GUY,PER,PRY,SUR,URY,VEN
BRB1901,TTO
BTN1901,CHN,IND
BWA1901,NAM,ZWE
CAF1901,
CAN1901,USA
CHE1901,DEU,FRA,ITA
CHL1901,ARG,BOL,PER
CHN1901,BTN,HKG,IND,LAO,NPL,PHL,RUS,TWN
CIV1901,GHA,GIN
CMR1901,
COD1901,AGO,COG,SDN,TZA,UGA
COG1901,AGO,COD,GAB,SDN,TCD
COL1901,BRA,ECU,PER,VEN
COM1901,
CPV1901,GMB,SEN
CRI1901,
CUB1901,HTI,JAM,MEX,USA
CYP1901,
CZE1901,
DDR1901,
DEU1901,BEL,CHE,DNK,FRA,LUX,NLD,RUS
DJI1901,ERI,ETH,SML
DNK1901,DEU
DOM1901,HTI
DZA1901,MAR,TUN,TUR
ECU1901,COL,PER
EGY1901,SDN,TCD
ERI1901,DJI,ETH,SDN
ESP1901,FRA,PRT
EST1901,
ETH1901,DJI,ERI,KEN,SDN,SML
FIN1901,
FJI1901,AUS,SLB
FRA1901,BEL,CHE,DEU,ESP,ITA,LUX
GAB1901,COG,GNQ
GBR1901,ISL
GEO1901,
GHA1901,CIV
GIN1901,CIV,GNB,SEN,SLE
GMB1901,CPV,SEN
GNB1901,GIN,SEN
GNQ1901,GAB
GRC1901,TUR
GTM1901,HND,MEX,SLV
GUY1901,BRA,SUR,VEN
HKG1901,CHN
HND1901,GTM,NIC,SLV
HRV1901,
HTI1901,CUB,DOM,JAM
HUN1901,
IDN1901,PHL,TLS
IND1901,AFG,BTN,CHN,IRN,LAO,LKA,MDV,NPL,RUS,THA
IRL1901,
IRN1901,AFG,IND,RUS,TUR
IRQ1901,
ISL1901,GBR
ISR1901,
ITA1901,CHE,FRA,MLT
JAM1901,CUB,HTI
JOR1901,
JPN1901,
KAZ1901,
KEN1901,ETH,SDN,TZA,UGA,ZZB
KGZ1901,
KHM1901,LAO,THA
KOR1901,
KWT1901,
LAO1901,CHN,IND,KHM,THA
LBN1901,
LBR1901,
LBY1901,
LKA1901,IND
LSO1901,
LTU1901,
LUX1901,BEL,DEU,FRA
LVA1901,
MAR1901,DZA
MDA1901,
MDG1901,MOZ,MUS
MDV1901,IND
MEX1901,CUB,GTM,USA
MKD1901,
MLI1901,
MLT1901,ITA,TUN
MMR1901,
MNE1901,
MNG1901,
MOZ1901,MDG,MWI,SWZ,TZA,ZWE
MRT1901,
MUS1901,MDG
MWI1901,MOZ,TZA
MYS1901,
NAM1901,AGO,BWA,ZWE
NER1901,
NGA1901,
NIC1901,HND
NLD1901,BEL,DEU
NOR1901,
NPL1901,CHN,IND
NZL1901,AUS
OMN1901,ARE
PAK1901,
PAN1901,
PER1901,BOL,BRA,CHL,COL,ECU
PHL1901,CHN,IDN,TWN
PNG1901,
POL1901,
PRK1901,
PRT1901,ESP
PRY1901,ARG,BOL,BRA
PSB1901,
PSE1901,
PSG1901,
QAT1901,
ROU1901,RUS,SRB,TUR
RUS1901,AFG,CHN,DEU,IND,IRN,ROU,SWE,TUR
RWA1901,
SAU1901,
SDN1901,COD,COG,EGY,ERI,ETH,KEN,TCD,UGA
SEN1901,CPV,GIN,GMB,GNB
SGP1901,
SLB1901,AUS,FJI
SLE1901,GIN
SLV1901,GTM,HND
SML1901,DJI,ETH
SOM1901,
SRB1901,ROU,TUR
SSD1901,
STP1901,
SUR1901,BRA,GUY
SVK1901,
SVN1901,
SWE1901,RUS
SWZ1901,MOZ
SYC1901,
SYR1901,
TCD1901,COG,EGY,SDN,TUR
TGO1901,
THA1901,IND,KHM,LAO
TJK1901,
TKM1901,
TLS1901,AUS,IDN
TTO1901,BRB,VEN
TUN1901,DZA,MLT
TUR1901,DZA,GRC,IRN,ROU,RUS,SRB,TCD
TWN1901,CHN,PHL
TZA1901,COD,KEN,MOZ,MWI,UGA,ZZB
UGA1901,COD,KEN,SDN,TZA
UKR1901,
URY1901,ARG,BRA
USA1901,CAN,CUB,MEX
UZB1901,
VDR1901,
VEN1901,BRA,COL,GUY,TTO
VNM1901,
VUT1901,
XKX1901,
YEM1901,
YMD1901,
ZAF1901,
ZMB1901,
ZWE1901,BWA,MOZ,NAM
ZZB1901,KEN,TZA
AFG1902,IND,IRN,RUS
AGO1902,COD,COG,NAM
ALB1902,
ARE1902,OMN
ARG1902,BOL,BRA,CHL,PRY,URY
ARM1902,
AUS1902,FJI,NZL,SLB,TLS
AUT1902,
AZE1902,
BDI1902,
BEL1902,DEU,FRA,LUX,NLD
BEN1902,
BFA1902,
BGD1902,
BGR1902,
BHR1902,
BIH1902,
BLR1902,
BOL1902,ARG,BRA,CHL,PER,PRY
BRA1902,ARG,BOL,COL,GUY,PER,PRY,SUR,URY,VEN
BRB1902,TTO
BTN1902,CHN,IND
BWA1902,NAM,ZWE
CAF1902,
CAN1902,USA
CHE1902,DEU,FRA,ITA
CHL1902,ARG,BOL,PER
CHN1902,BTN,HKG,IND,LAO,NPL,PHL,RUS,TWN
CIV1902,GHA,GIN
CMR1902,
COD1902,AGO,COG,SDN,TZA,UGA
COG1902,AGO,COD,GAB,SDN,TCD
COL1902,BRA,ECU,PER,VEN
COM1902,
CPV1902,GMB,SEN
CRI1902,
CUB1902,HTI,JAM,MEX,USA
CYP1902,
CZE1902,
DDR1902,
DEU1902,BEL,CHE,DNK,FRA,LUX,NLD,RUS
DJI1902,ERI,ETH,SML
DNK1902,DEU
DOM1902,HTI
DZA1902,MAR,TUN,TUR
ECU1902,COL,PER
EGY1902,SDN,TCD
ERI1902,DJI,ETH,SDN
ESP1902,FRA,PRT
EST1902,
ETH1902,DJI,ERI,KEN,SDN,SML
FIN1902,
FJI1902,AUS,SLB
FRA1902,BEL,CHE,DEU,ESP,ITA,LUX
GAB1902,COG,GNQ
GBR1902,ISL
GEO1902,
GHA1902,CIV
GIN1902,CIV,GNB,SEN,SLE
GMB1902,CPV,SEN
GNB1902,GIN,SEN
GNQ1902,GAB
GRC1902,TUR
GTM1902,HND,MEX,SLV
GUY1902,BRA,SUR,VEN
HKG1902,CHN
HND1902,GTM,NIC,SLV
HRV1902,
HTI1902,CUB,DOM,JAM
HUN1902,
IDN1902,PHL,TLS
IND1902,AFG,BTN,CHN,IRN,LAO,LKA,MDV,NPL,RUS,THA
IRL1902,
IRN1902,AFG,IND,RUS,TUR
IRQ1902,
ISL1902,GBR
ISR1902,
ITA1902,CHE,FRA,MLT
JAM1902,CUB,HTI
JOR1902,
JPN1902,
KAZ1902,
KEN1902,ETH,SDN,TZA,UGA,ZZB
KGZ1902,
KHM1902,LAO,THA
KOR1902,
KWT1902,
LAO1902,CHN,IND,KHM,THA
LBN1902,
LBR1902,
LBY1902,
LKA1902,IND
LSO1902,
LTU1902,
LUX1902,BEL,DEU,FRA
LVA1902,
MAR1902,DZA
MDA1902,
MDG1902,MOZ,MUS
MDV1902,IND
MEX1902,CUB,GTM,USA
MKD1902,
MLI1902,
MLT1902,ITA,TUN
MMR1902,
MNE1902,
MNG1902,
MOZ1902,MDG,MWI,SWZ,TZA,ZWE
MRT1902,
MUS1902,MDG
MWI1902,MOZ,TZA
MYS1902,
NAM1902,AGO,BWA,ZWE
NER1902,
NGA1902,
NIC1902,HND
NLD1902,BEL,DEU
NOR1902,
NPL1902,CHN,IND
NZL1902,AUS
OMN1902,ARE
PAK1902,
PAN1902,
PER1902,BOL,BRA,CHL,COL,ECU
PHL1902,CHN,IDN,TWN
PNG1902,
POL1902,
PRK1902,
PRT1902,ESP
PRY1902,ARG,BOL,BRA
PSB1902,
PSE1902,
PSG1902,
QAT1902,
ROU1902,RUS,SRB,TUR
RUS1902,AFG,CHN,DEU,IND,IRN,ROU,SWE,TUR
RWA1902,
SAU1902,
SDN1902,COD,COG,EGY,ERI,ETH,KEN,TCD,UGA
SEN1902,CPV,GIN,GMB,GNB
SGP1902,
SLB1902,AUS,FJI
SLE1902,GIN
SLV1902,GTM,HND
SML1902,DJI,ETH
SOM1902,
SRB1902,ROU,TUR
SSD1902,
STP1902,
SUR1902,BRA,GUY
SVK1902,
SVN1902,
SWE1902,RUS
SWZ1902,MOZ
SYC1902,
SYR1902,
TCD1902,COG,EGY,SDN,TUR
TGO1902,
THA1902,IND,KHM,LAO
TJK1902,
TKM1902,
TLS1902,AUS,IDN
TTO1902,BRB,VEN
TUN1902,DZA,MLT
TUR1902,DZA,GRC,IRN,ROU,RUS,SRB,TCD
TWN1902,CHN,PHL
TZA1902,COD,KEN,MOZ,MWI,UGA,ZZB
UGA1902,COD,KEN,SDN,TZA
UKR1902,
URY1902,ARG,BRA
USA1902,CAN,CUB,MEX
UZB1902,
VDR1902,
VEN1902,BRA,COL,GUY,TTO
VNM1902,
VUT1902,
XKX1902,
YEM1902,
YMD1902,
ZAF1902,
ZMB1902,
ZWE1902,BWA,MOZ,NAM
ZZB1902,KEN,TZA
AFG1903,IND,IRN,RUS
AGO1903,COD,COG,NAM
ALB1903,
ARE1903,OMN
ARG1903,BOL,BRA,CHL,PRY,URY
ARM1903,
AUS1903,FJI,NZL,SLB,TLS
AUT1903,
AZE1903,
BDI1903,
BEL1903,DEU,FRA,LUX,NLD
BEN1903,
BFA1903,
BGD1903,
BGR1903,
BHR1903,
BIH1903,
BLR1903,
BOL1903,ARG,BRA,CHL,PER,PRY
BRA1903,ARG,BOL,COL,GUY,PER,PRY,SUR,URY,VEN
BRB1903,TTO
BTN1903,CHN,IND
BWA1903,NAM,ZWE
CAF1903,
CAN1903,USA
CHE1903,DEU,FRA,ITA
CHL1903,ARG,BOL,PER
CHN1903,BTN,HKG,IND,LAO,NPL,PHL,RUS,TWN
CIV1903,GHA,GIN
CMR1903,
COD1903,AGO,COG,SDN,TZA,UGA
COG1903,AGO,COD,GAB,SDN,TCD
COL1903,BRA,ECU,PER,VEN
COM1903,
CPV1903,GMB,SEN
CRI1903,
CUB1903,HTI,JAM,MEX,USA
CYP1903,
CZE1903,
DDR1903,
DEU1903,BEL,CHE,DNK,FRA,LUX,NLD,RUS
DJI1903,ERI,ETH,SML
DNK1903,DEU
DOM1903,HTI
DZA1903,MAR,TUN,TUR
ECU1903,COL,PER
EGY1903,SDN,TCD
ERI1903,DJI,ETH,SDN
ESP1903,FRA,PRT
EST1903,
ETH1903,DJI,ERI,KEN,SDN,SML
FIN1903,
FJI1903,AUS,SLB
FRA1903,BEL,CHE,DEU,ESP,ITA,LUX
GAB1903,COG,GNQ
GBR1903,ISL
GEO1903,
GHA1903,CIV
GIN1903,CIV,GNB,SEN,SLE
GMB1903,CPV,SEN
GNB1903,GIN,SEN
GNQ1903,GAB
GRC1903,TUR
GTM1903,HND,MEX,SLV
